rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,Passes_into_final_third,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
972,Bryan Gil,Spain,FW,Tottenham,Premier League,22,2001,11,209,0,0,0,0,0,0.8,0.8,11,16,0,0,1,0,25,0,3,3,4,0,0,0,0,0,0,0,0,127,157,80.9,344,85.2,87.1,50,4,6,8,3,11,72.7,27.3,11,6,5,7,0,4,25,0.43,0,0,0,3.88,0.43,0,2023-2024
975,Alfie Gilchrist,England,DF,Chelsea,Premier League,19,2003,11,207,1,0,1,1,0,0.3,0.3,1,7,0.43,0,4,0,40,3,3,3,11,0,0,0,0,0,0,0,0,121,141,85.8,468,86.3,90.2,50,0,5,1,14,1,100,0,1,1,0,2,1,5,20,0.43,0.2,1,33.3,1.31,0,0,2023-2024
976,Ryan Giles,England,DF,Luton Town,Premier League,23,2000,11,503,0,0,0,0,0,0.1,0.1,9,17,0,0,8,6,28.6,0,2,4,22,0,0,0,0,0,0,0,0,140,218,64.2,949,87.1,65.9,23.1,5,10,10,20,8,50,37.5,9,5,2,1,0,2,100,0.36,0,0,100,2.15,0,0,2023-2024
977,Billy Gilmour,Scotland,MF,Brighton,Premier League,22,2001,30,2120,0,1,1,0,0,1,1,39,193,0,0.04,26,16,31.4,9,14,11,14,1,0,0,0,0,0,0,0,1915,2107,90.9,7671,96,92.6,62.4,22,183,33,67,23,34.8,56.5,39,53,0,9,0,25,20,0.21,0,0,35.5,2.93,0.25,0,2023-2024
985,Ben Godfrey,England,DF,Everton,Premier League,25,1998,15,1120,0,0,0,0,0,1.7,1.7,11,43,0,0,30,20,53.6,8,6,16,57,0,0,0,0,0,0,0,0,336,484,69.4,2373,81.7,77,37.1,3,32,6,67,14,35.7,64.3,11,12,0,6,0,15,20,0.24,0,0,51,1.37,0.24,0,2023-2024
989,AndrÃ© Gomes,Portugal,MF,Everton,Premier League,30,1993,12,508,1,0,1,1,0,0.3,0.3,8,36,0.18,0,7,4,23.1,1,9,3,4,1,0,0,0,0,0,0,0,223,291,76.6,971,84.8,84.2,52.9,4,24,6,10,12,25,66.7,8,7,3,6,1,8,50,0.71,0.13,0.25,11.1,3.18,0.18,0,2023-2024
991,JoÃ£o Gomes,Brazil,MF,Wolves,Premier League,22,2001,34,2649,2,1,3,2,0,1.7,1.7,28,101,0.07,0.03,128,74,44.4,8,43,18,29,2,0,0,0,0,0,0,0,1051,1279,82.2,4174,89.6,84.7,53.2,20,73,23,66,55,47.3,41.8,28,22,6,44,2,26,26.9,0.24,0.08,0.29,41.9,2.21,0.14,0,2023-2024
992,Toti Gomes,Portugal,DF,Wolves,Premier League,24,1999,35,2772,1,3,4,1,0,1.6,1.6,22,79,0.03,0.1,44,25,64.9,19,21,26,93,2,0,0,0,0,0,0,0,1516,1847,82.1,8336,91,84.4,39.2,6,78,6,188,31,74.2,16.1,22,16,2,6,1,10,50,0.16,0.1,0.2,65.1,0.68,0.13,0,2023-2024
993,Joe Gomez,England,DF,Liverpool,Premier League,26,1997,32,1786,0,1,1,0,0,0.8,0.8,44,100,0,0.05,47,31,47.6,4,22,19,50,2,0,0,0,0,0,0,0,1114,1345,82.8,5116,90.4,85,63.4,22,83,20,85,32,46.9,37.5,44,34,3,11,0,19,10.5,0.1,0,0,75.6,2.57,0.25,0,2023-2024
997,Sergio GÃ³mez,Spain,FW,Manchester City,Premier League,22,2000,6,53,0,1,1,0,0,0.2,0.2,4,2,0,1.7,1,0,50,0,0,1,0,0,0,0,0,0,0,0,0,46,54,85.2,97,93.5,88.2,50,1,1,2,0,2,100,0,4,0,1,0,0,2,0,0,0,0,0,3.33,3.33,0,2023-2024
1010,Anthony Gordon,England,FW,Newcastle Utd,Premier League,22,2001,35,2890,11,10,21,10,1,10.2,9.4,138,101,0.34,0.31,55,34,34.4,0,27,7,7,0,0,0,0,0,0,0,0,803,1055,76.1,3500,86.9,75.9,51.5,57,54,39,15,133,40.6,42.1,138,73,59,40,11,80,36.3,0.9,0.13,0.34,34.6,4.45,0.9,0,2023-2024
1025,Ryan Gravenberch,Netherlands,MF,Liverpool,Premier League,21,2002,26,1121,1,0,1,1,0,2,2,39,78,0.08,0,26,12,41.4,2,18,14,11,0,0,0,0,0,0,0,0,415,504,82.3,1719,87.1,87.1,66.7,16,35,27,17,50,46,44,39,28,10,13,1,23,34.8,0.64,0.04,0.13,41.7,3.54,0,0,2023-2024
1028,Ivo GrbiÄ‡,Croatia,GK,Sheffield Utd,Premier League,27,1996,9,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,25,2.92,36,57.6,0,0,0,148,298,49.7,4505,100,88.9,35,0,1,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.23,0,5.7,2023-2024
1029,Jack Grealish,England,FW,Manchester City,Premier League,27,1995,20,1009,3,1,4,3,0,2.1,2.1,87,50,0.27,0.09,13,8,50,2,11,6,5,0,0,0,0,0,0,0,0,499,580,86,1069,91.8,89.7,71.9,26,15,25,7,41,43.9,26.8,87,46,50,22,3,22,22.7,0.45,0.14,0.6,42.9,4.82,0.36,0,2023-2024
1038,Pascal GroÃŸ,Germany,MF,Brighton,Premier League,32,1991,36,3114,4,10,14,3,1,6.5,5.7,83,302,0.12,0.29,70,46,43.1,8,33,22,32,3,0,0,0,0,0,0,0,2774,3223,86.1,13360,94.6,88.3,53.8,103,242,73,133,30,53.3,43.3,83,69,8,28,4,54,33.3,0.52,0.06,0.17,45.2,5.35,0.46,0,2023-2024
1048,Marc GuÃ©hi,England,DF,Crystal Palace,Premier League,23,2000,25,2021,0,1,1,0,0,0.6,0.6,15,67,0,0.04,28,19,58.3,17,5,18,89,1,0,0,0,0,0,0,0,1138,1309,86.9,7962,90.1,94.5,61.3,7,90,5,196,13,53.8,30.8,15,9,1,2,0,5,0,0,0,0,50,0.98,0.09,0,2023-2024
1061,Bruno GuimarÃ£es,Brazil,MF,Newcastle Utd,Premier League,25,1997,37,3263,7,8,15,7,0,4.8,4.8,65,283,0.19,0.22,88,53,51.9,14,38,35,20,0,0,0,0,0,0,0,0,1941,2313,83.9,9336,90.5,87.5,63.5,62,184,70,90,132,54.5,31.1,65,73,19,70,7,48,33.3,0.44,0.15,0.44,43.9,3.94,0.52,0,2023-2024
1073,Malo Gusto,France,DF,Chelsea,Premier League,20,2003,27,1751,0,6,6,0,0,0.9,0.9,78,86,0,0.31,55,27,67.3,4,24,17,43,1,0,0,0,0,0,0,0,1230,1423,86.4,5080,91.8,86.8,65.8,32,49,29,71,42,40.5,47.6,78,41,16,12,0,15,33.3,0.26,0,0,29.6,2.67,0.36,0,2023-2024
1076,JoÅ¡ko Gvardiol,Croatia,DF,Manchester City,Premier League,21,2002,28,2328,4,1,5,4,0,3.1,3.1,63,136,0.15,0.04,55,33,55.3,12,24,27,37,3,0,0,0,0,0,0,0,1671,1919,87.1,6169,92.2,88.9,72,18,141,16,67,45,57.8,31.1,63,49,15,14,4,32,40.6,0.5,0.13,0.31,56.4,2.09,0.27,0,2023-2024
1079,Erling Haaland,Norway,FW,Manchester City,Premier League,23,2000,31,2552,27,5,32,20,7,29.2,22.9,35,26,0.95,0.18,6,3,66.7,1,10,2,16,0,0,0,0,0,0,0,0,295,388,76,567,81.4,80,62.5,29,16,11,15,30,40,53.3,35,13,22,19,27,113,44.2,1.76,0.18,0.4,48.1,2.08,0.39,0,2023-2024
1091,Lewis Hall,England,DF,Newcastle Utd,Premier League,18,2004,18,781,1,0,1,1,0,0.3,0.3,19,46,0.12,0,28,18,60.7,2,15,12,22,1,0,0,0,0,0,0,0,452,552,81.9,3083,92.3,84.5,54.1,3,41,3,35,18,50,38.9,19,16,5,13,1,11,36.4,0.46,0.09,0.25,47.6,2.3,0.35,0,2023-2024
1093,Gustavo Hamer,Netherlands,MF,Sheffield Utd,Premier League,26,1997,36,2910,4,6,10,4,0,3,3,36,135,0.12,0.19,39,21,27.1,9,24,29,35,0,0,0,0,0,0,0,0,756,1103,68.5,4882,82.7,77.1,36,70,94,37,63,58,48.3,48.3,36,26,13,17,4,49,26.5,0.4,0.08,0.31,27.3,3.59,0.37,0,2023-2024
1099,Luke Harris,Wales,MF,Fulham,Premier League,18,2005,1,75,0,0,0,0,0,0.3,0.3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,78.6,14,62.5,100,100,0,0,1,1,2,0,100,0,1,0,0,0,1,100,1.2,0,0,0,0,0,0,2023-2024
1100,Jack Harrison,England,MF,Everton,Premier League,26,1996,29,2214,3,3,6,3,0,3.6,3.6,65,62,0.12,0.12,37,22,34.7,5,20,12,24,0,0,0,0,0,0,0,0,409,631,64.8,2378,83.5,65.1,31.5,28,37,34,36,75,38.7,52,65,31,14,41,3,34,26.5,0.37,0.09,0.33,34.5,2.68,0.28,0,2023-2024
1103,Daiki Hashioka,Japan,DF,Luton Town,Premier League,24,1999,10,595,0,0,0,0,0,0.1,0.1,3,21,0,0,11,5,45.5,7,5,8,20,0,0,0,0,0,0,0,0,227,282,80.5,1580,93.5,84.9,47.1,3,14,4,51,2,50,50,3,3,0,6,0,2,0,0,0,0,50,1.21,0,0,2023-2024
1106,Kai Havertz,Germany,MF,Arsenal,Premier League,24,1999,37,2634,13,7,20,12,1,12.3,11.6,55,99,0.44,0.24,35,15,35.9,1,25,20,22,0,0,0,0,0,0,0,0,764,955,80,2405,86.2,79.6,46.7,46,65,29,29,42,38.1,45.2,55,36,23,35,13,68,39.7,0.92,0.18,0.44,50.2,3.62,0.75,0,2023-2024
1108,Jan Paul van Hecke,Netherlands,DF,Brighton,Premier League,23,2000,28,2369,0,0,0,0,0,1.2,1.2,25,147,0,0,47,26,60,27,22,30,76,4,0,0,0,0,0,0,0,2225,2415,92.1,14722,94.8,93.9,73.1,10,156,10,324,9,55.6,22.2,25,41,2,3,0,15,40,0.23,0,0,66,1.41,0.11,0,2023-2024
1109,Hwang Hee-chan,South Korea,FW,Wolves,Premier League,27,1996,29,2119,12,3,15,11,1,7.7,6.9,37,37,0.51,0.13,20,10,37.5,1,18,10,9,0,0,0,0,0,0,0,0,424,551,77,1028,82.1,80.9,61.9,17,19,7,13,69,52.2,43.5,37,21,24,31,12,44,38.6,0.72,0.25,0.65,13.7,2.04,0.38,0,2023-2024
1113,Dean Henderson,England,GK,Crystal Palace,Premier League,26,1997,18,1620,0,0,0,0,0,0,0,0,0,0,0,1,1,50,0,0,0,8,2,30,1.67,57,66.3,4,22.2,0,280,485,57.7,5485,96.2,97.6,29.2,0,9,1,478,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.06,0.06,2,2023-2024
1120,Rico Henry,England,DF,Brentford,Premier League,26,1997,5,401,0,1,1,0,0,0.1,0.1,13,20,0,0.22,7,5,85.7,3,5,5,5,1,0,0,0,0,0,0,0,147,183,80.3,763,87.2,83.6,57.9,4,10,7,14,10,70,10,13,3,3,7,0,2,0,0,0,0,44.4,2.92,0.67,0,2023-2024
1136,Son Heung-min,South Korea,FW,Tottenham,Premier League,31,1992,35,2934,17,10,27,15,2,12,10.4,119,139,0.52,0.31,21,13,47.6,1,3,8,4,0,0,0,0,0,0,0,0,887,1075,82.5,2822,87.2,87.9,60.5,68,40,65,8,92,42.4,51.1,119,44,64,41,17,83,45.8,1.17,0.18,0.39,23.8,3.96,0.52,0,2023-2024
1137,Aaron Hickey,Scotland,DF,Brentford,Premier League,21,2002,9,713,0,0,0,0,0,0.2,0.2,9,21,0,0,16,9,100,3,4,3,10,0,0,0,0,0,0,0,0,243,277,87.7,894,95.7,86.8,70,1,10,2,25,14,35.7,35.7,9,3,1,5,0,7,14.3,0.13,0,0,10,0.88,0,0,2023-2024
1140,James Hill,England,DF,Bournemouth,Premier League,21,2002,5,76,0,0,0,0,0,0,0,0,5,0,0,3,2,100,2,1,3,8,0,0,0,0,0,0,0,0,28,42,66.7,243,81.3,61.5,50,0,6,0,10,1,0,100,0,1,0,1,0,0,0,0,0,0,80,1.18,0,0,2023-2024
1142,Jack Hinshelwood,England,DF,Brighton,Premier League,18,2005,12,869,3,0,3,3,0,1.9,1.9,16,19,0.31,0,14,5,38.5,2,4,14,18,0,0,0,0,0,0,0,0,418,498,83.9,1172,87.3,89.1,40.9,8,24,5,26,5,0,80,16,15,1,2,3,14,57.1,0.83,0.21,0.38,46.7,1.45,0,0,2023-2024
1148,Mason Holgate,England,DF,Sheffield Utd,Premier League,26,1996,10,710,0,0,0,0,0,0.6,0.6,0,13,0,0,12,7,41.7,5,7,11,40,0,0,0,0,0,0,0,0,138,211,65.4,1215,78.3,66.7,43.2,1,17,2,53,2,50,50,0,2,1,1,0,3,0,0,0,0,56.3,0.51,0,0,2023-2024
1162,Callum Hudson-Odoi,England,FW,Nott'ham Forest,Premier League,22,2000,29,1854,8,1,9,8,0,2.7,2.7,111,58,0.39,0.05,18,8,25,1,15,7,12,1,0,0,0,0,0,0,0,576,738,78,1826,90.6,74.5,55.4,36,20,32,19,80,53.8,33.8,111,57,39,33,8,38,52.6,0.97,0.21,0.4,22.2,3.98,0.29,0,2023-2024
1163,Will Hughes,England,MF,Crystal Palace,Premier League,28,1995,30,1891,0,1,1,0,0,0.3,0.3,14,76,0,0.05,61,33,50,14,22,21,25,0,0,0,0,0,0,0,0,731,878,83.3,3108,89.2,88.6,43.5,21,71,16,45,15,60,20,14,14,0,27,0,8,37.5,0.14,0,0,41.4,2.29,0.24,0,2023-2024
1169,Pierre HÃ¸jbjerg,Denmark,MF,Tottenham,Premier League,27,1995,36,1311,0,0,0,0,0,0.7,0.7,17,134,0,0,32,18,38.2,7,14,19,30,3,0,0,0,0,0,0,0,1234,1415,87.2,7286,90.8,91.7,70.4,9,160,12,63,23,52.2,43.5,17,25,2,9,0,19,31.6,0.41,0,0,38.1,2.68,0.14,0,2023-2024
1170,Rasmus HÃ¸jlund,Denmark,FW,Manchester Utd,Premier League,20,2003,30,2158,10,2,12,10,0,7.6,7.6,35,33,0.42,0.08,11,7,38.5,1,8,1,19,0,0,0,0,0,0,0,0,304,402,75.6,884,80.6,75.3,91.7,28,14,14,20,38,47.4,47.4,35,26,14,29,10,38,52.6,0.83,0.26,0.5,27.8,2.42,0.17,0,2023-2024
1177,Igor,Brazil,DF,Brighton,Premier League,25,1998,24,1637,0,0,0,0,0,0.3,0.3,30,107,0,0,25,18,58.6,9,13,14,52,1,0,0,0,0,0,0,0,1398,1497,93.4,7143,96.2,96.1,72.1,7,123,2,105,22,72.7,22.7,30,23,0,6,0,5,0,0,0,0,68.4,1.38,0.11,0,2023-2024
1187,Danny Ings,England,FW,West Ham,Premier League,31,1992,20,404,1,0,1,1,0,1.3,1.3,7,8,0.22,0,6,2,30.8,1,3,3,7,0,0,0,0,0,0,0,0,76,107,71,170,80,79.2,12.5,5,2,3,8,13,46.2,46.2,7,2,3,4,1,12,33.3,0.89,0.08,0.25,25,3.79,0.67,0,2023-2024
1190,Alexander Isak,Sweden,FW,Newcastle Utd,Premier League,23,1999,30,2255,21,2,23,16,5,20.3,15.6,68,71,0.84,0.08,5,0,25,1,15,6,13,0,0,0,0,0,0,0,0,385,493,78.1,1167,84.6,82.4,68.2,27,28,21,19,74,56.8,37.8,68,31,38,23,21,72,50,1.44,0.22,0.44,20.4,2.87,0.4,0,2023-2024
1201,Alex Iwobi,Nigeria,MF,Everton,Premier League,27,1996,2,140,0,0,0,0,0,0.3,0.3,6,4,0,0,2,0,66.7,0,2,1,0,0,0,0,0,0,0,0,0,27,42,64.3,179,92.9,70,46.7,4,1,3,0,4,75,25,6,5,2,1,0,4,50,1.29,0,0,0,7.77,0,0,2023-2024
1202,Alex Iwobi,Nigeria,FW,Fulham,Premier League,27,1996,30,2192,5,2,7,5,0,5.3,5.3,109,147,0.21,0.08,29,18,48,0,16,14,9,0,0,0,0,0,0,0,0,821,1051,78.1,4268,88.7,80.6,55.9,49,84,46,19,72,51.4,44.4,109,80,27,28,5,51,35.3,0.74,0.1,0.28,24,4.23,0.41,0,2023-2024
1204,Nicolas Jackson,Senegal,FW,Chelsea,Premier League,22,2001,35,2799,14,5,19,14,0,18.6,18.6,70,67,0.45,0.16,21,13,20.8,5,15,4,17,0,0,0,0,0,0,0,0,515,666,77.3,1537,83.7,76.8,74.1,38,40,21,28,105,51.4,34.3,70,44,32,66,14,80,47.5,1.22,0.18,0.37,35.7,3.05,0.35,0,2023-2024
1214,Reece James,England,DF,Chelsea,Premier League,23,1999,10,419,0,2,2,0,0,0.3,0.3,19,21,0,0.43,14,9,80,4,0,3,7,1,0,0,0,0,0,0,0,275,341,80.6,1383,88.3,80,55.9,11,21,6,26,15,60,26.7,19,8,3,6,0,7,14.3,0.21,0,0,61.5,3.22,0.64,0,2023-2024
1215,Vitaly Janelt,Germany,MF,Brentford,Premier League,25,1998,38,3054,1,3,4,1,0,1.8,1.8,25,123,0.03,0.09,63,38,50,9,26,36,64,3,0,0,0,0,0,0,0,1088,1398,77.8,5211,86.9,79.4,53.8,37,107,32,115,18,44.4,38.9,25,25,3,10,1,21,33.3,0.21,0.05,0.14,56.7,2.36,0.12,0,2023-2024
1227,Mathias Jensen,Denmark,MF,Brentford,Premier League,27,1996,32,2204,3,3,6,3,0,0.7,0.7,19,123,0.12,0.12,54,32,27.4,6,35,23,25,1,0,0,0,0,0,0,0,875,1202,72.8,6338,85.6,76.8,56.7,41,88,41,48,44,40.9,52.3,19,17,3,18,3,14,50,0.29,0.21,0.43,31.3,3.55,0.33,0,2023-2024
1229,Gabriel Jesus,Brazil,FW,Arsenal,Premier League,26,1997,27,1478,4,5,9,4,0,6.3,6.3,38,42,0.24,0.3,24,17,27.8,1,22,13,12,0,0,0,0,0,0,0,0,403,513,78.6,971,84.6,79.3,62.5,29,18,19,16,75,46.7,40,38,21,25,38,4,55,34.5,1.16,0.07,0.21,28.3,3.59,0.49,0,2023-2024
1232,RaÃºl JimÃ©nez,Mexico,FW,Fulham,Premier League,32,1991,24,1395,7,0,7,7,0,5.2,5.2,11,24,0.45,0,18,12,35,3,8,4,13,0,0,0,0,0,0,0,0,262,382,68.6,717,80.6,60,51.5,11,23,11,22,24,41.7,50,11,14,5,32,7,41,41.5,1.1,0.17,0.41,42.7,1.74,0.19,0,2023-2024
1233,JoÃ£o Pedro,Brazil,FW,Brighton,Premier League,21,2001,31,2045,9,3,12,5,4,11.9,7.9,83,92,0.4,0.13,31,14,58.3,2,13,11,28,0,0,0,0,0,0,0,0,659,818,80.6,1876,88,82,55.8,37,43,44,32,107,40.2,42.1,83,42,47,63,9,70,28.6,0.88,0.07,0.25,65.1,4.01,0.48,0,2023-2024
1234,Joelinton,Brazil,MF,Newcastle Utd,Premier League,26,1996,20,1279,2,1,3,2,0,3.1,3.1,29,56,0.14,0.07,39,27,36.8,7,16,19,11,1,0,0,0,0,0,0,0,524,627,83.6,1898,89.1,86.9,76,23,38,9,37,35,48.6,31.4,29,24,6,28,2,19,36.8,0.49,0.11,0.29,36.7,3.3,0.21,0,2023-2024
1235,Ben Johnson,England,DF,West Ham,Premier League,23,2000,14,544,0,0,0,0,0,0.2,0.2,17,22,0,0,11,7,64.3,1,1,5,14,0,0,0,0,0,0,0,0,246,334,73.7,1465,90.4,72.7,42.4,0,18,1,21,25,44,48,17,11,1,10,0,6,33.3,0.33,0,0,36.8,1.49,0.17,0,2023-2024
1236,Brennan Johnson,Wales,FW,Tottenham,Premier League,22,2001,32,2085,5,10,15,5,0,10.3,10.3,97,72,0.22,0.43,26,15,38.7,1,36,10,12,1,0,0,0,0,0,0,0,519,728,71.3,1778,82.2,72.8,33.3,45,32,39,14,71,35.2,54.9,97,35,48,19,5,50,38,0.82,0.1,0.26,23.8,3.02,0.56,0,2023-2024
1237,Brennan Johnson,Wales,FW,Nott'ham Forest,Premier League,22,2001,3,237,0,0,0,0,0,0.3,0.3,8,1,0,0,4,1,50,1,3,0,0,0,0,0,0,0,0,0,0,47,61,77,143,86.2,77.3,100,1,2,0,2,7,28.6,42.9,8,4,3,2,0,3,0,0,0,0,33.3,2.66,1.14,0,2023-2024
1238,Joseph Johnson,England,DF,Luton Town,Premier League,17,2006,2,77,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,83.3,228,100,94.1,55.6,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024
1239,Sam Johnstone,England,GK,Crystal Palace,Premier League,30,1993,20,1796,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,0,1,5,0,27,1.35,41,62.7,6,30,0,343,599,57.3,8793,97.8,97.3,38.7,0,13,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,66.7,0.1,0.05,7.1,2023-2024
1240,Curtis Jones,England,MF,Liverpool,Premier League,22,2001,23,1167,1,1,2,1,0,2.6,2.6,31,74,0.08,0.08,27,14,43.5,0,22,7,8,0,0,0,0,0,0,0,0,707,776,91.1,2136,94.6,92.4,73.3,11,64,14,24,29,51.7,34.5,31,25,7,33,1,19,26.3,0.39,0.05,0.2,36.8,2.78,0.23,0,2023-2024
1246,Jorginho,Italy,MF,Arsenal,Premier League,31,1991,24,921,0,2,2,0,0,0.1,0.1,8,101,0,0.2,24,10,47.8,1,16,12,7,1,0,0,0,0,0,0,0,699,785,89,3439,94.7,90.3,76.3,10,81,25,25,5,40,60,8,11,0,4,0,4,0,0,0,0,50,2.64,0.49,0,2023-2024
1249,Diogo Jota,Portugal,FW,Liverpool,Premier League,26,1996,21,1145,10,3,13,10,0,5.3,5.3,54,34,0.79,0.24,23,13,43.5,1,8,7,4,0,0,0,0,0,0,0,0,287,394,72.8,939,81.5,79.8,64.7,22,18,12,8,41,36.6,51.2,54,29,23,18,10,41,46.3,1.49,0.24,0.53,30.9,3.77,1.1,0,2023-2024
1255,Mads Juel Andersen,Denmark,DF,Luton Town,Premier League,25,1997,8,400,1,0,1,1,0,0.3,0.3,0,7,0.23,0,6,5,100,6,3,8,29,0,0,0,0,0,0,0,0,87,117,74.4,766,87.2,77.1,47.4,0,7,0,56,1,0,100,0,0,0,0,1,3,33.3,0.23,0.33,1,68.8,0,0,0,2023-2024
1259,Hamed Junior TraorÃ¨,Ivory Coast,MF,Bournemouth,Premier League,23,2000,3,47,0,0,0,0,0,0.2,0.2,2,3,0,0,1,0,33.3,0,3,0,0,0,0,0,0,0,0,0,0,18,27,66.7,59,90.9,75,33.3,1,3,0,1,8,50,50,2,1,1,1,0,3,66.7,3.83,0,0,50,7.66,0,0,2023-2024
1267,Mathias JÃ¸rgensen,Denmark,DF,Brentford,Premier League,33,1990,14,1087,1,0,1,1,0,0.7,0.7,5,50,0.08,0,17,12,57.9,5,4,12,40,0,0,0,0,0,0,0,0,446,593,75.2,3528,86.6,78.2,43.5,7,52,9,74,4,75,0,5,4,0,1,1,8,25,0.17,0.13,0.5,53.1,0.99,0,0,2023-2024
1272,Issa KaborÃ©,Burkina Faso,DF,Luton Town,Premier League,22,2001,24,1729,0,2,2,0,0,0.2,0.2,60,54,0,0.1,52,28,53.3,11,11,16,56,2,0,0,0,0,0,0,0,533,759,70.2,3289,85.5,70.7,44.9,16,30,18,79,42,42.9,42.9,60,33,10,8,0,6,16.7,0.05,0,0,48.6,1.67,0.21,0,2023-2024
1280,Sasa Kalajdzic,Austria,FW,Wolves,Premier League,26,1997,11,166,2,0,2,2,0,1.1,1.1,1,5,1.08,0,6,2,50,0,3,1,6,0,0,0,0,0,0,0,0,38,60,63.3,130,66.7,62.5,40,4,1,2,5,1,100,0,1,1,0,5,2,4,50,1.08,0.5,1,66.7,2.71,0,0,2023-2024
1288,Boubacar Kamara,France,MF,Aston Villa,Premier League,23,1999,20,1652,0,1,1,0,0,0.1,0.1,19,83,0,0.05,43,29,51.1,7,14,21,16,0,0,0,0,0,0,0,0,922,1035,89.1,3978,93,92.7,68.3,20,107,12,50,30,46.7,40,19,22,1,13,0,5,20,0.05,0,0,43.2,2.07,0.16,0,2023-2024
1290,Willy Kambwala,France,DF,Manchester Utd,Premier League,18,2004,8,330,0,0,0,0,0,0,0,2,8,0,0,3,1,33.3,3,3,4,14,1,0,0,0,0,0,0,0,163,192,84.9,960,94.9,89.5,21.4,0,7,0,27,2,0,100,2,1,0,1,0,0,0,0,0,0,75,0,0,0,2023-2024
1292,Thomas Kaminski,Belgium,GK,Luton Town,Premier League,30,1992,38,3405,0,0,0,0,0,0,0,0,1,0,0,2,1,33.3,0,1,0,14,2,85,2.25,140,63.3,2,5.3,0,869,1468,59.2,22188,98.9,95.6,38.6,1,44,2,1129,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0.08,0,2.9,2023-2024
1301,Loris Karius,Germany,GK,Newcastle Utd,Premier League,30,1993,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,42.9,0,0,0,21,37,56.8,279,100,100,16.7,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2023-2024
1311,Michael Keane,England,DF,Everton,Premier League,30,1993,9,439,1,0,1,1,0,0.7,0.7,4,14,0.21,0,7,3,14.3,4,1,5,18,1,0,0,0,0,0,0,0,171,221,77.4,1261,78.3,86.7,54.8,0,15,0,35,3,66.7,33.3,4,2,0,3,1,6,66.7,0.82,0.17,0.25,59.3,0.82,0.21,0,2023-2024
1320,CaoimhÃ­n Kelleher,Ireland,GK,Liverpool,Premier League,24,1998,10,900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,11,1.1,28,71.1,2,20,0,359,442,81.2,5323,100,99,44.3,1,9,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2,0,6.5,2023-2024
1322,Lloyd Kelly,England,DF,Bournemouth,Premier League,24,1998,23,1559,0,1,1,0,0,0.3,0.3,15,56,0,0.06,24,19,56,12,10,13,67,0,0,0,0,0,0,0,0,673,906,74.3,4407,84.5,85.3,47.1,9,76,7,127,4,50,0,15,10,2,6,0,4,25,0.06,0,0,60.9,1.67,0.17,0,2023-2024
1326,Milos Kerkez,Hungary,DF,Bournemouth,Premier League,19,2003,28,1970,0,1,1,0,0,1.2,1.2,46,44,0,0.05,47,26,71.4,11,20,20,60,2,0,0,0,0,0,0,0,613,844,72.6,3390,85.9,71.2,45.7,12,34,14,81,27,44.4,44.4,46,28,8,10,0,16,31.3,0.23,0,0,36.7,1.46,0.18,0,2023-2024
1334,Max Kilman,England,DF,Wolves,Premier League,26,1997,38,3420,2,0,2,2,0,1.8,1.8,22,117,0.05,0,47,21,75,37,27,39,182,4,0,0,0,0,0,0,0,1979,2309,85.7,13119,93,92.7,52.9,17,109,11,451,16,62.5,18.8,22,17,1,10,2,14,35.7,0.13,0.14,0.4,70.5,1.03,0,0,2023-2024
