rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,3-Jan,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
1602,Braydon Manu,Ghana,MF,Darmstadt 98,Bundesliga,26,1997,4,171,0,0,0,0,0,0.4,0.4,5,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,33,72.7,119,87.5,81.8,33.3,3,4,0,1,9,44.4,55.6,5,0,1,1,0,5,20,0.53,0,0,0,3.68,0,0,2023-2024
1622,Omar Marmoush,Egypt,FW,Eint Frankfurt,Bundesliga,24,1999,29,2301,12,6,18,10,2,11.6,10.1,88,60,0.47,0.23,21,11,37.5,0,13,11,7,0,0,0,0,0,0,0,0,407,574,70.9,1361,79.9,75,57.1,40,31,21,5,112,34.8,57.1,88,52,40,58,12,77,40.3,1.21,0.13,0.32,48.2,2.93,0.47,0,2023-2024
1627,Eric Martel,Germany,MF,Köln,Bundesliga,21,2002,30,2457,1,1,2,1,0,2.2,2.2,21,75,0.04,0.04,70,43,55.2,19,46,43,80,0,0,0,0,0,0,0,0,913,1126,81.1,3416,85.1,86.5,52.1,12,83,6,116,17,41.2,35.3,21,14,2,24,1,27,33.3,0.33,0.04,0.11,56.5,1.58,0.11,0,2023-2024
1650,Erhan Mašović,Serbia,DF,Bochum,Bundesliga,24,1998,29,2219,0,0,0,0,0,1.1,1.1,15,47,0,0,64,40,52.9,10,22,25,75,2,0,0,0,0,0,0,0,570,732,77.9,3003,81.4,88.9,46.8,4,43,5,101,6,50,33.3,15,11,0,6,0,17,17.6,0.12,0,0,39.8,0.69,0.04,0,2023-2024
1652,Roberto Massimo,Germany,FW,Stuttgart,Bundesliga,22,2000,5,84,0,0,0,0,0,0,0,3,3,0,0,1,0,50,0,0,0,1,0,0,0,0,0,0,0,0,30,39,76.9,109,77.8,92.9,66.7,1,1,0,1,1,0,0,3,2,1,0,0,0,0,0,0,0,25,1.07,0,0,2023-2024
1664,Jean Mattéo Bahoya,France,MF,Eint Frankfurt,Bundesliga,18,2005,8,177,0,0,0,0,0,0,0,6,3,0,0,3,1,25,0,2,1,1,0,0,0,0,0,0,0,0,62,82,75.6,107,81.1,81.3,71.4,3,1,1,0,11,54.5,45.5,6,6,3,1,0,0,0,0,0,0,20,3.03,0,0,2023-2024
1674,Philipp Max,Germany,DF,Eint Frankfurt,Bundesliga,29,1993,23,1350,1,2,3,1,0,0.2,0.2,25,63,0.07,0.13,26,17,73.1,1,17,7,18,2,0,0,0,0,0,0,0,742,898,82.6,4002,93,83.5,49.5,20,54,15,25,11,54.5,45.5,25,15,2,3,1,8,25,0.13,0.13,0.5,42.9,2.27,0.27,0,2023-2024
1675,Eric Maxim Choupo-Moting,Cameroon,MF,Bayern Munich,Bundesliga,34,1989,27,717,2,2,4,2,0,4.5,4.5,23,21,0.25,0.25,17,12,42.9,0,5,7,7,0,0,0,0,0,0,0,0,232,282,82.3,675,91,79.5,76.9,16,12,8,10,39,59,33.3,23,6,13,18,2,26,42.3,1.38,0.08,0.18,62.5,4.26,0.63,0,2023-2024
1681,Noussair Mazraoui,Morocco,DF,Bayern Munich,Bundesliga,25,1997,19,1197,0,3,3,0,0,0.9,0.9,34,103,0,0.23,32,21,61.9,1,13,20,27,1,0,0,0,0,0,0,0,865,980,88.3,4216,93.5,90.6,67.5,15,92,17,37,24,50,45.8,34,23,7,6,0,12,25,0.23,0,0,47.5,2.71,0.53,0,2023-2024
1685,Kevin Mbabu,Switzerland,DF,Augsburg,Bundesliga,28,1995,25,2047,0,2,2,0,0,0.1,0.1,70,84,0,0.09,51,39,57.5,9,20,24,48,0,0,0,0,0,0,0,0,644,1020,63.1,5396,78.9,65.4,41.3,20,64,30,70,82,35.4,58.5,70,48,8,25,0,4,25,0.04,0,0,63.4,2.51,0.18,0,2023-2024
1708,Marvin Mehlem,Germany,MF,Darmstadt 98,Bundesliga,25,1997,20,1482,3,2,5,3,0,3.8,3.8,27,46,0.18,0.12,28,21,40.7,2,19,33,15,0,0,0,0,0,0,0,0,448,587,76.3,1674,84.2,83.5,54.9,22,34,14,21,24,41.7,50,27,16,13,19,3,23,34.8,0.49,0.13,0.38,50,3.11,0.24,0,2023-2024
1738,Thomas Meunier,Belgium,DF,Dortmund,Bundesliga,31,1991,8,586,0,0,0,0,0,0.5,0.5,21,33,0,0,5,1,23.1,2,6,4,22,0,0,0,0,0,0,0,0,399,495,80.6,2757,88.6,81.5,59.6,4,25,2,30,8,25,62.5,21,13,2,4,0,8,12.5,0.15,0,0,53.8,1.69,0,0,2023-2024
1740,Alexander Meyer,Germany,GK,Dortmund,Bundesliga,32,1991,8,695,0,0,0,0,0,0,0,0,1,0,0,1,1,100,0,0,0,2,1,9,1.17,19,66.7,3,42.9,0,302,366,82.5,4615,98.5,98.2,56,0,2,1,290,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,7.5,2023-2024
1743,Sven Michel,Germany,FW,Augsburg,Bundesliga,33,1990,22,583,2,1,3,1,1,2.4,0.8,6,14,0.31,0.15,7,5,28.6,0,1,0,4,0,0,0,0,0,0,0,0,97,173,56.1,429,68.2,51.9,70,10,7,11,3,22,45.5,50,6,3,4,11,2,12,41.7,0.77,0.08,0.2,37.5,2.47,0.46,0,2023-2024
1752,Enzo Millot,France,MF,Stuttgart,Bundesliga,21,2002,31,2241,5,4,9,4,1,5.3,4.5,46,127,0.2,0.16,40,22,46.2,2,22,16,7,1,0,0,0,0,0,0,0,1238,1456,85,4172,91.6,85.8,60.6,33,97,31,18,88,52.3,42,46,41,14,34,5,38,44.7,0.68,0.11,0.24,18.9,3.29,0.44,0,2023-2024
1754,Jovan Milošević,Serbia,FW,Stuttgart,Bundesliga,18,2005,5,28,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,61.5,17,80,66.7,0,0,1,0,0,2,100,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
1756,Kim Min-jae,South Korea,DF,Bayern Munich,Bundesliga,26,1996,25,1970,1,1,2,1,0,0.8,0.8,14,131,0.05,0.05,37,24,50,19,10,45,70,2,0,0,0,0,0,0,0,1986,2139,92.8,13144,95.4,95.3,71.8,8,129,2,279,2,100,0,14,10,0,5,1,10,30,0.14,0.1,0.33,72.1,1.19,0.14,0,2023-2024
1777,Maximilian Mittelstädt,Germany,DF,Stuttgart,Bundesliga,26,1997,31,2103,2,4,6,2,0,0.9,0.9,70,123,0.09,0.17,91,51,59.6,6,30,46,65,0,0,0,0,0,0,0,0,1447,1708,84.7,6603,92.5,85.3,55.6,30,107,33,78,60,60,31.7,70,58,6,21,2,21,28.6,0.26,0.1,0.33,60,2.65,0.34,0,2023-2024
1804,Mateu Morey,Spain,DF,Dortmund,Bundesliga,23,2000,3,110,0,0,0,0,0,0,0,3,6,0,0,2,2,50,1,2,1,3,0,0,0,0,0,0,0,0,74,87,85.1,352,89.4,84.4,60,1,3,0,5,1,100,0,3,2,0,1,0,1,100,0.82,0,0,50,4.09,0.82,0,2023-2024
1813,Youssoufa Moukoko,Germany,FW,Dortmund,Bundesliga,18,2004,20,625,5,0,5,5,0,3.9,3.9,16,15,0.72,0,4,1,42.9,1,3,2,4,0,0,0,0,0,0,0,0,104,128,81.3,325,87.5,83.3,83.3,7,6,6,5,24,45.8,41.7,16,8,10,10,5,14,50,1.01,0.36,0.71,37.5,1.87,0.29,0,2023-2024
1823,Andreas Müller,Germany,MF,Darmstadt 98,Bundesliga,23,2000,11,349,0,0,0,0,0,0.1,0.1,3,13,0,0,14,9,44.4,2,3,4,5,0,0,0,0,0,0,0,0,129,168,76.8,472,90.1,80,29.4,1,10,0,6,2,0,100,3,4,0,2,0,3,33.3,0.26,0,0,75,1.29,0.26,0,2023-2024
1824,Jannik Müller,Germany,DF,Darmstadt 98,Bundesliga,29,1994,16,1134,0,0,0,0,0,0.2,0.2,8,31,0,0,33,16,59.3,12,12,17,39,1,0,0,0,0,0,0,0,424,549,77.2,2641,80.4,85.4,58.1,2,28,4,61,4,50,50,8,5,0,3,0,3,0,0,0,0,55.3,0.87,0,0,2023-2024
1825,Kevin Müller,Germany,GK,Heidenheim,Bundesliga,32,1991,34,3060,0,0,0,0,0,0,0,0,0,0,0,3,0,60,0,0,0,6,1,55,1.62,121,72.4,6,17.6,12.5,1104,1482,74.5,23711,98.7,99.1,55.3,1,25,1,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.15,0,4.8,2023-2024
1827,Thomas Müller,Germany,MF,Bayern Munich,Bundesliga,33,1989,31,1654,5,9,14,5,0,5.7,5.7,38,82,0.27,0.49,26,16,37.1,0,22,3,6,0,0,0,0,0,0,0,0,602,810,74.3,2348,84.3,73.5,49.3,51,52,43,9,21,52.4,38.1,38,36,9,23,5,36,30.6,0.6,0.14,0.45,54.5,5.22,0.76,0,2023-2024
1844,Jamal Musiala,Germany,MF,Bayern Munich,Bundesliga,20,2003,24,1755,10,5,15,10,0,7.9,7.9,103,100,0.51,0.26,40,25,38.9,1,24,16,5,0,0,0,0,0,0,0,0,621,772,80.4,1957,87.4,85.5,60.7,42,42,41,5,154,56.5,38.3,103,60,33,51,10,58,36.2,1.08,0.17,0.48,38.9,5.44,0.92,0,2023-2024
1845,Florent Muslija,Kosovo,MF,Freiburg,Bundesliga,25,1998,10,105,0,0,0,0,0,0.1,0.1,6,13,0,0,5,4,40,0,1,0,2,0,0,0,0,0,0,0,0,57,83,68.7,348,85.3,76,50,6,5,5,0,2,50,0,6,2,2,2,0,2,50,0.86,0,0,50,7.71,0,0,2023-2024
1851,Phillipp Mwene,Austria,DF,Mainz 05,Bundesliga,29,1994,23,1996,1,2,3,1,0,1.4,1.4,50,73,0.05,0.09,34,15,48.5,3,24,17,47,0,0,0,0,0,0,0,0,652,934,69.8,4320,84,70.4,46.6,22,49,32,43,32,46.9,40.6,50,32,6,14,1,24,37.5,0.41,0.04,0.11,50,2.52,0.09,0,2023-2024
1853,Joakim Mæhle,Denmark,DF,Wolfsburg,Bundesliga,26,1997,30,2452,2,3,5,2,0,1.4,1.4,84,119,0.07,0.11,62,39,64.1,5,38,29,65,0,0,0,0,0,0,0,0,1263,1555,81.2,7037,91.3,82.5,49.6,22,86,27,85,58,37.9,50,84,60,12,15,2,20,30,0.22,0.1,0.33,47.8,2.5,0.37,0,2023-2024
1856,Nathan N'Goumou,France,FW,Gladbach,Bundesliga,23,2000,32,1385,5,2,7,5,0,3.8,3.8,52,47,0.32,0.13,37,22,47.1,0,22,5,17,1,0,0,0,0,0,0,0,329,445,73.9,1007,80.8,75.7,59.3,16,9,17,19,58,34.5,55.2,52,38,25,14,5,31,35.5,0.71,0.16,0.45,20.9,2.73,0.26,0,2023-2024
1857,Stanley N'Soki,France,DF,Hoffenheim,Bundesliga,24,1999,11,631,0,0,0,0,0,0,0,7,37,0,0,21,10,58.6,2,11,8,33,0,0,0,0,0,0,0,0,318,399,79.7,2302,87,85.5,48.8,2,21,3,53,15,60,40,7,7,0,1,0,0,0,0,0,0,57.1,0.57,0,0,2023-2024
1886,Luca Netz,Germany,DF,Gladbach,Bundesliga,20,2003,30,2225,0,4,4,0,0,1,1,46,81,0,0.16,38,22,53.5,10,26,22,76,1,0,0,0,0,0,0,0,945,1220,77.5,5250,88.1,80,42.6,37,38,23,86,48,47.9,43.8,46,33,9,28,0,17,29.4,0.2,0,0,56.1,2.83,0.32,0,2023-2024
1887,Manuel Neuer,Germany,GK,Bayern Munich,Bundesliga,37,1986,23,2053,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,0,14,3,33,1.45,59,66.7,6,26.1,33.3,754,876,86.1,11570,99.3,98.3,64,0,14,0,701,1,100,0,0,0,0,0,0,0,0,0,0,0,66.7,0.18,0,3.9,2023-2024
1888,Florian Neuhaus,Germany,MF,Gladbach,Bundesliga,26,1997,25,1224,4,2,6,3,1,4.3,3.5,30,74,0.29,0.15,15,12,30.8,6,2,14,8,0,0,0,0,0,0,0,0,470,567,82.9,2269,87.9,87.1,66.7,19,59,14,15,21,52.4,38.1,30,20,5,16,4,38,34.2,0.96,0.08,0.23,50,3.46,0.37,0,2023-2024
1900,Moritz Nicolas,Germany,GK,Gladbach,Bundesliga,25,1997,27,2430,0,0,0,0,0,0,0,0,0,0,0,1,0,33.3,0,0,0,12,5,49,1.81,111,71.9,4,14.8,0,818,1055,77.5,13537,100,97.8,49,0,5,0,939,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.33,0,4.6,2023-2024
1903,Justin Njinmah,Germany,FW,Werder Bremen,Bundesliga,22,2000,24,1016,6,2,8,6,0,4.9,4.9,36,13,0.53,0.18,5,1,33.3,1,8,2,6,0,0,0,0,0,0,0,0,146,215,67.9,397,73.6,74.1,66.7,13,6,9,5,67,38.8,47.8,36,27,21,7,6,33,42.4,1.24,0.18,0.43,34.8,2.83,0.35,0,2023-2024
1905,Niels Nkounkou,France,DF,Eint Frankfurt,Bundesliga,22,2000,29,1309,3,2,5,3,0,1.3,1.3,55,61,0.21,0.14,54,30,45.3,2,28,16,30,0,0,0,0,0,0,0,0,625,868,72,4214,83.6,79,43.8,16,57,19,49,81,56.8,42,55,34,13,10,3,22,31.8,0.48,0.14,0.43,38.6,3.09,0.27,0,2023-2024
1907,Felix Nmecha,Germany,MF,Dortmund,Bundesliga,22,2000,20,1021,1,2,3,1,0,1.7,1.7,19,45,0.09,0.18,19,13,50,5,13,11,19,0,0,0,0,0,0,0,0,382,457,83.6,1450,87.6,89,77.1,14,34,7,32,19,47.4,31.6,19,20,3,13,1,23,13,0.26,0.04,0.33,71.4,3.09,0.26,0,2023-2024
1908,Lukas Nmecha,Germany,FW,Wolfsburg,Bundesliga,24,1998,3,42,1,0,1,1,0,0.1,0.1,0,1,2.14,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,12,50,15,33.3,100,100,1,1,0,0,0,0,0,0,1,0,2,1,1,100,2.14,1,1,50,4.29,0,0,2023-2024
1918,Alexander Nübel,Germany,GK,Stuttgart,Bundesliga,26,1996,30,2700,0,0,0,0,0,0,0,0,1,0,0,2,2,50,0,0,0,13,4,36,1.2,74,69.2,11,36.7,0,998,1218,81.9,17557,99.5,96.9,56.6,0,13,1,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0.1,0.03,8.8,2023-2024
1924,Fabian Nürnberger,Bulgaria,DF,Darmstadt 98,Bundesliga,24,1999,21,1513,1,1,2,1,0,0.9,0.9,35,70,0.06,0.06,29,22,53.7,1,10,17,26,0,0,0,0,0,0,0,0,713,895,79.7,3439,90.2,82.9,47.4,30,52,26,28,33,54.5,45.5,35,26,7,14,1,19,31.6,0.36,0.05,0.17,59.1,3.09,0.18,0,2023-2024
1945,Tim Oermann,Germany,DF,Bochum,Bundesliga,19,2003,16,714,0,0,0,0,0,0.1,0.1,6,25,0,0,19,11,64.3,6,9,2,22,0,0,0,0,0,0,0,0,181,262,69.1,1352,81.4,75.5,48.5,4,22,5,41,10,50,50,6,9,2,5,0,5,0,0,0,0,36.8,1.26,0.13,0,2023-2024
1959,Finn Ole Becker,Germany,MF,Hoffenheim,Bundesliga,23,2000,22,606,0,0,0,0,0,0.2,0.2,16,36,0,0,10,9,23.5,1,8,1,10,0,0,0,0,0,0,0,0,247,315,78.4,1192,87.4,82.7,55,6,15,11,24,18,27.8,66.7,16,13,0,12,0,6,16.7,0.15,0,0,35.7,2.52,0.3,0,2023-2024
1960,Mathias Olesen,Luxembourg,MF,Köln,Bundesliga,22,2001,6,112,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,42,53,79.2,170,82.8,88.2,66.7,1,5,2,3,1,100,0,2,1,0,2,0,1,0,0,0,0,25,1.61,0,0,2023-2024
1963,Dani Olmo,Spain,MF,RB Leipzig,Bundesliga,25,1998,21,1449,4,5,9,4,0,3.3,3.3,60,68,0.25,0.31,26,18,45.5,0,7,13,12,1,0,0,0,0,0,0,0,511,657,77.8,2309,83.7,82.7,70.3,32,60,21,18,72,43.1,52.8,60,49,18,26,4,45,28.9,0.81,0.09,0.31,36.7,3.79,0.5,0,2023-2024
1967,Jonas Omlin,Switzerland,GK,Gladbach,Bundesliga,29,1994,7,630,0,1,1,0,0,0,0,0,0,0,0.14,1,0,100,0,0,0,3,0,18,2.57,29,66,0,0,0,208,276,75.4,3723,100,98.1,49.2,1,1,0,239,2,100,0,0,0,0,0,0,0,0,0,0,0,100,0.29,0.29,9,2023-2024
1975,Karim Onisiwo,Austria,FW,Mainz 05,Bundesliga,31,1992,24,1493,1,3,4,1,0,2.3,2.3,26,27,0.06,0.18,17,8,54.5,4,14,2,7,0,0,0,0,0,0,0,0,205,338,60.7,710,70.5,59.1,61.3,16,19,9,12,45,42.2,37.8,26,18,9,28,1,33,21.2,0.42,0.03,0.14,33.7,3.07,0.42,0,2023-2024
1979,Loïs Openda,Belgium,FW,RB Leipzig,Bundesliga,23,2000,34,2697,24,7,31,22,2,22.1,19.7,77,45,0.8,0.23,3,3,0,3,16,5,14,0,0,0,0,0,0,0,0,348,524,66.4,1025,75.1,71.9,41.9,35,21,21,20,65,30.8,53.8,77,30,38,38,24,118,50,1.97,0.19,0.37,41.5,2.8,0.43,0,2023-2024
1982,Leon Opitz,Germany,FW,Werder Bremen,Bundesliga,18,2005,3,18,0,0,0,0,0,0,0,1,0,0,0,2,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,6,13,46.2,38,80,20,50,0,0,0,0,2,50,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023-2024
1984,Willi Orban,Hungary,DF,RB Leipzig,Bundesliga,30,1992,19,1582,0,0,0,0,0,0.4,0.4,7,97,0,0,20,12,50,13,9,16,76,1,0,0,0,0,0,0,0,1251,1396,89.6,8621,91.4,93.8,66.9,7,67,4,145,3,66.7,0,7,11,0,2,0,7,28.6,0.11,0,0,65.9,1.25,0.23,0,2023-2024
1985,Ivan Ordets,Ukraine,DF,Bochum,Bundesliga,31,1992,24,1880,1,0,1,1,0,1.3,1.3,5,44,0.05,0,19,14,58.8,29,12,31,130,0,0,0,0,0,0,0,0,473,653,72.4,2797,73,82.5,49.4,4,21,1,159,1,0,0,5,3,0,0,1,16,37.5,0.29,0.06,0.17,70.7,0.57,0.05,0,2023-2024
1997,Patrick Osterhage,Germany,MF,Bochum,Bundesliga,23,2000,24,1861,2,1,3,2,0,1.4,1.4,26,64,0.1,0.05,38,26,47.2,9,27,27,32,1,0,0,0,0,0,0,0,658,835,78.8,2817,86.1,80.6,59.3,13,49,13,58,38,44.7,50,26,16,3,17,2,22,13.6,0.15,0.09,0.67,46.4,2.37,0.15,0,2023-2024
2010,Salih Özcan,Turkey,MF,Dortmund,Bundesliga,25,1998,23,1184,0,0,0,0,0,0.2,0.2,16,57,0,0,20,12,55.6,3,25,17,18,1,0,0,0,0,0,0,0,680,794,85.6,2214,92.2,87.7,61.5,11,54,7,34,11,54.5,36.4,16,15,0,7,0,5,40,0.15,0,0,51.6,1.75,0.3,0,2023-2024
2014,Willian Pacho,Ecuador,DF,Eint Frankfurt,Bundesliga,21,2001,33,2970,0,3,3,0,0,1.2,1.2,22,148,0,0.09,62,37,58.5,22,29,47,152,2,0,0,0,0,0,0,0,1930,2286,84.4,13419,90.5,91.8,48.2,6,137,10,312,14,85.7,14.3,22,11,0,7,0,10,20,0.06,0,0,52.9,0.91,0.15,0,2023-2024
2015,Gonçalo Paciência,Portugal,FW,Bochum,Bundesliga,28,1994,19,650,3,1,4,3,0,3,3,9,21,0.42,0.14,8,4,50,0,5,0,7,0,0,0,0,0,0,0,0,111,176,63.1,553,76.2,70.3,52.6,9,20,7,8,27,44.4,51.9,9,6,3,27,3,38,31.6,1.66,0.08,0.25,37,4.15,0,0,2023-2024
2019,Exequiel Palacios,Argentina,MF,Leverkusen,Bundesliga,24,1998,24,1831,4,4,8,2,2,3.3,1.8,24,162,0.2,0.2,60,34,49.1,0,24,29,20,2,0,0,0,0,0,0,0,1856,2023,91.7,8146,94.7,93.2,77.7,27,186,31,36,26,88.5,11.5,24,24,2,13,4,19,21.1,0.2,0.11,0.5,50,2.6,0.34,0,2023-2024
2027,Miloš Pantović,Serbia,MF,Union Berlin,Bundesliga,27,1996,1,15,1,0,1,1,0,0.8,0.8,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,57.1,23,66.7,100,0,0,0,0,0,1,100,0,1,0,1,0,1,1,100,6,1,1,0,6,6,0,2023-2024
2028,Antonios Papadopoulos,Germany,DF,Dortmund,Bundesliga,23,1999,2,117,0,0,0,0,0,0,0,0,1,0,0,6,3,85.7,2,1,2,7,0,0,0,0,0,0,0,0,59,74,79.7,316,78.6,91.1,50,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,1.54,0,0,2023-2024
2031,Merveille Papela,Germany,MF,Mainz 05,Bundesliga,22,2001,11,257,0,0,0,0,0,0.3,0.3,6,12,0,0,5,4,0,0,1,4,2,0,0,0,0,0,0,0,0,64,91,70.3,318,89.2,74.3,33.3,3,6,0,4,3,100,0,6,4,3,10,0,4,25,0.35,0,0,36.4,2.45,0,0,2023-2024
2032,Leart Paqarada,Kosovo,DF,Köln,Bundesliga,28,1994,17,1075,0,0,0,0,0,0.4,0.4,26,45,0,0,21,11,50,5,12,10,30,1,0,0,0,0,0,0,0,490,717,68.3,3953,86.2,78.1,38.3,22,34,17,43,10,70,30,26,13,1,6,0,10,40,0.33,0,0,30,3.76,0.08,0,2023-2024
2036,Kevin Paredes,United States,FW,Wolfsburg,Bundesliga,20,2003,28,1432,3,0,3,3,0,3,3,34,50,0.19,0,42,21,58.8,2,25,23,26,0,0,0,0,0,0,0,0,455,592,76.9,2043,86.4,77.5,51.9,17,29,17,24,40,35,47.5,34,24,8,17,3,19,36.8,0.44,0.16,0.43,41.7,2.89,0.31,0,2023-2024
2045,Felix Passlack,Germany,DF,Bochum,Bundesliga,25,1998,15,960,2,2,4,2,0,0.9,0.9,10,27,0.19,0.19,21,14,58.3,2,11,10,21,0,0,0,0,0,0,0,0,262,414,63.3,1695,83.3,69.5,36.9,14,20,11,20,9,66.7,33.3,10,7,1,4,2,14,21.4,0.28,0.14,0.67,42.9,2.82,0.19,0,2023-2024
2052,Jiří Pavlenka,Czech Republic,GK,Werder Bremen,Bundesliga,31,1992,7,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,2.43,21,60.5,1,14.3,0,187,246,76,3302,100,100,47.8,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.43,0,6.4,2023-2024
2053,Aleksandar Pavlovic,Germany,MF,Bayern Munich,Bundesliga,19,2004,19,1227,2,2,4,2,0,1.2,1.2,14,105,0.15,0.15,28,16,51.5,3,10,17,12,0,0,0,0,0,0,0,0,897,971,92.4,4023,95.1,95.4,81.6,11,95,12,25,11,45.5,45.5,14,21,3,14,2,8,25,0.15,0.25,1,43.5,2.93,0.44,0,2023-2024
2059,Mads Pedersen,Denmark,DF,Augsburg,Bundesliga,26,1996,27,1786,1,1,2,1,0,0.8,0.8,56,66,0.05,0.05,64,39,54.5,3,17,19,46,0,0,0,0,0,0,0,0,637,853,74.7,3963,89.2,71.3,60.8,12,46,21,61,38,60.5,23.7,56,35,4,13,1,13,7.7,0.05,0.08,1,30.3,1.92,0.15,0,2023-2024
2065,Jordan Pefok,United States,FW,Gladbach,Bundesliga,27,1996,25,1420,5,3,8,5,0,6.5,6.5,5,22,0.32,0.19,10,4,37.5,3,9,5,28,0,0,0,0,0,0,0,0,221,281,78.6,514,80.4,87.8,75,20,14,4,35,13,23.1,69.2,5,4,2,30,5,35,25.7,0.57,0.14,0.56,51.1,2.22,0.38,0,2023-2024
2088,Daniel Peretz,Israel,GK,Bayern Munich,Bundesliga,23,2000,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,17,70.6,106,100,100,16.7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
2095,Matteo Perez Vinlöf,Sweden,FW,Bayern Munich,Bundesliga,17,2005,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,13,84.6,22,100,100,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024
2103,Pavao Pervan,Austria,GK,Wolfsburg,Bundesliga,35,1987,9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,1.89,20,52.8,2,22.2,0,229,300,76.3,4414,100,97.2,50,0,2,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.11,0,0.8,2023-2024
2109,Jens Petter Hauge,Norway,MF,Eint Frankfurt,Bundesliga,23,1999,10,147,0,0,0,0,0,0.1,0.1,7,6,0,0,2,1,28.6,1,4,0,1,0,0,0,0,0,0,0,0,69,85,81.2,270,84.6,86.1,66.7,2,4,4,2,6,33.3,66.7,7,3,3,0,0,1,0,0,0,0,25,1.84,0,0,2023-2024
2112,Luca Pfeiffer,Germany,FW,Darmstadt 98,Bundesliga,26,1996,24,1619,1,4,5,1,0,4.6,4.6,15,37,0.06,0.22,11,6,45.5,1,4,2,21,0,0,0,0,0,0,0,0,290,414,70,930,78.2,70.1,50,19,20,8,25,21,33.3,42.9,15,14,2,19,1,48,37.5,1,0.02,0.06,49.5,2.73,0.33,0,2023-2024
2113,Patric Pfeiffer,Germany,DF,Augsburg,Bundesliga,23,1999,11,511,0,1,1,0,0,0.5,0.5,1,19,0,0.18,11,7,83.3,6,4,11,21,0,0,0,0,0,0,0,0,193,267,72.3,1515,86.2,79.5,51.7,4,15,3,36,1,0,100,1,0,0,1,0,11,0,0,0,0,62.5,1.23,0.18,0,2023-2024
2114,Maximilian Philipp,Germany,FW,Freiburg,Bundesliga,29,1994,17,323,1,0,1,1,0,0.5,0.5,3,6,0.28,0,8,5,16.7,0,7,1,3,0,0,0,0,0,0,0,0,81,109,74.3,161,87,75,66.7,3,6,2,4,1,0,100,3,4,2,7,1,9,33.3,0.84,0.11,0.33,33.3,2.22,0.28,0,2023-2024
2121,Florian Pick,Germany,MF,Heidenheim,Bundesliga,27,1995,22,327,0,1,1,0,0,0.3,0.3,12,12,0,0.28,4,4,66.7,0,2,2,2,0,0,0,0,0,0,0,0,118,183,64.5,705,72.3,78.1,42.9,9,4,5,5,26,42.3,50,12,6,4,7,0,8,12.5,0.28,0,0,50,4.65,0.27,0,2023-2024
2123,Amos Pieper,Germany,DF,Werder Bremen,Bundesliga,25,1998,7,590,0,0,0,0,0,0.5,0.5,3,24,0,0,14,11,53.8,7,5,9,36,1,0,0,0,0,0,0,0,229,312,73.4,1880,79,87,50,2,25,2,45,0,0,0,3,3,0,0,0,4,25,0.15,0,0,65,0.92,0,0,2023-2024
